group,specimen,Ra,Rq,Rz_ISO,RSm,Rpk,Rk,Rvk,Mr1,Mr2
GrupoIV,EspeII,1.2619032320746164,1.9781005496616038,5.4232,160.89969782904393,1.564748480048007,0.3988102785836281,1.162747500921891,28.310433822430248,59.37470749548314
GrupoIV,EspeI,1.8276007551669318,3.114356301723656,11.6904,200.33151466974994,2.422293559058919,0.48223822867930394,1.8531298933815052,35.01750383771748,70.29628138613417
GrupoIV,EspeIV,2.6584052837687766,4.606081409787682,13.4736,498.4705905274027,4.418264418002319,3.650688722381628,3.0485594684397244,14.425402505323678,78.38186837272727
GrupoIV,EspeV,2.693854470598765,4.804746090463511,12.7,77.6804554563286,3.764181417438637,0.6619776936304824,2.5581816257755734,27.173535081636285,56.699131069139625
GrupoIV,EspeIII,2.8675565208103393,8.363650233704433,22.9784,78.0791159640154,4.794276128804839,0.6374310085849281,2.598041009744563,24.563129008426213,55.077825840108304
