folder,csv,Ra,Rq,Rz_ISO,Rt,RSm,Rdq,Rda,Pc,Rpk,Rk,Rvk,Mr1,Mr2
GrupoI\EspeI,GrupoI\EspeI\resultados_rugosidad.csv,0.21825005162530708,0.29163323279940206,1.56744,2.4252000000000002,52.6105300556114,13.745166977380418,10.906193283830381,15.5,0.07030672921307723,0.22143881850353755,0.10262984891072317,37.98956328268353,71.92318518063568
GrupoI\EspeII,GrupoI\EspeII\resultados_rugosidad.csv,0.2392095417808951,0.3762391704836196,1.7052800000000001,3.7492,66.44893905904338,13.915761934780388,10.515966123584441,15.1,0.1635298610971911,0.44429706681046016,0.0663424618146675,22.681696288840957,81.23664418824333
